# l                Dl               -dDl             +dDl             
  7.56000000e+02   2.30469601e+03   1.18609164e+02   1.18609164e+02
  7.57000000e+02   2.51791808e+03   1.18929797e+02   1.18929797e+02
  7.58000000e+02   2.26537361e+03   1.19247320e+02   1.19247320e+02
  7.59000000e+02   2.27505951e+03   1.19561540e+02   1.19561540e+02
  7.60000000e+02   2.27702097e+03   1.19872245e+02   1.19872245e+02
  7.61000000e+02   2.47861467e+03   1.20179252e+02   1.20179252e+02
  7.62000000e+02   2.28914207e+03   1.20482263e+02   1.20482263e+02
  7.63000000e+02   2.29664563e+03   1.20781365e+02   1.20781365e+02
  7.64000000e+02   2.41903176e+03   1.21076287e+02   1.21076287e+02
  7.65000000e+02   2.27949845e+03   1.21366865e+02   1.21366865e+02
  7.66000000e+02   2.28395078e+03   1.21653268e+02   1.21653268e+02
  7.67000000e+02   2.30993535e+03   1.21935176e+02   1.21935176e+02
  7.68000000e+02   2.25876301e+03   1.22212234e+02   1.22212234e+02
  7.69000000e+02   2.52892546e+03   1.22484176e+02   1.22484176e+02
  7.70000000e+02   2.27215973e+03   1.22751085e+02   1.22751085e+02
  7.71000000e+02   2.50539638e+03   1.23012676e+02   1.23012676e+02
  7.72000000e+02   2.29977431e+03   1.23268792e+02   1.23268792e+02
  7.73000000e+02   2.32602526e+03   1.23519280e+02   1.23519280e+02
  7.74000000e+02   2.35815354e+03   1.23763979e+02   1.23763979e+02
  7.75000000e+02   2.35196953e+03   1.24002614e+02   1.24002614e+02
  7.76000000e+02   2.32480814e+03   1.24235273e+02   1.24235273e+02
  7.77000000e+02   2.47556801e+03   1.24461677e+02   1.24461677e+02
  7.78000000e+02   2.26273496e+03   1.24681687e+02   1.24681687e+02
  7.79000000e+02   2.31021520e+03   1.24895174e+02   1.24895174e+02
  7.80000000e+02   2.41432605e+03   1.25102030e+02   1.25102030e+02
  7.81000000e+02   2.27636741e+03   1.25302010e+02   1.25302010e+02
  7.82000000e+02   2.50682979e+03   1.25495254e+02   1.25495254e+02
  7.83000000e+02   2.26634791e+03   1.25681521e+02   1.25681521e+02
  7.84000000e+02   2.30695830e+03   1.25860702e+02   1.25860702e+02
  7.85000000e+02   2.75003218e+03   1.26032556e+02   1.26032556e+02
  7.86000000e+02   2.58641603e+03   1.26197099e+02   1.26197099e+02
  7.87000000e+02   2.48916278e+03   1.26354341e+02   1.26354341e+02
  7.88000000e+02   2.50698103e+03   1.26503959e+02   1.26503959e+02
  7.89000000e+02   2.41648582e+03   1.26646079e+02   1.26646079e+02
  7.90000000e+02   2.35790901e+03   1.26784507e+02   1.26784507e+02
  7.91000000e+02   2.61153407e+03   1.26918286e+02   1.26918286e+02
  7.92000000e+02   2.32228555e+03   1.27043846e+02   1.27043846e+02
  7.93000000e+02   2.44587470e+03   1.27161190e+02   1.27161190e+02
  7.94000000e+02   2.43061442e+03   1.27270293e+02   1.27270293e+02
  7.95000000e+02   2.45384382e+03   1.27370810e+02   1.27370810e+02
  7.96000000e+02   2.48365155e+03   1.27462922e+02   1.27462922e+02
  7.97000000e+02   2.51091372e+03   1.27546336e+02   1.27546336e+02
  7.98000000e+02   2.53853177e+03   1.27621122e+02   1.27621122e+02
  7.99000000e+02   2.56630495e+03   1.27687349e+02   1.27687349e+02
  8.00000000e+02   2.52900418e+03   1.27744725e+02   1.27744725e+02
  8.01000000e+02   2.26628011e+03   1.27793448e+02   1.27793448e+02
  8.02000000e+02   2.48559420e+03   1.27833221e+02   1.27833221e+02
  8.03000000e+02   2.58305344e+03   1.27864116e+02   1.27864116e+02
  8.04000000e+02   2.38808246e+03   1.27886201e+02   1.27886201e+02
  8.05000000e+02   2.44010757e+03   1.27899192e+02   1.27899192e+02
  8.06000000e+02   2.43377534e+03   1.27903276e+02   1.27903276e+02
  8.07000000e+02   2.57692920e+03   1.27898166e+02   1.27898166e+02
  8.08000000e+02   2.52027833e+03   1.27883934e+02   1.27883934e+02
  8.09000000e+02   2.44668310e+03   1.27860646e+02   1.27860646e+02
  8.10000000e+02   2.59915433e+03   1.27828015e+02   1.27828015e+02
  8.11000000e+02   2.47172452e+03   1.27786232e+02   1.27786232e+02
  8.12000000e+02   2.72751336e+03   1.27735017e+02   1.27735017e+02
  8.13000000e+02   2.60396533e+03   1.27674496e+02   1.27674496e+02
  8.14000000e+02   2.50882690e+03   1.27604798e+02   1.27604798e+02
  8.15000000e+02   2.49821770e+03   1.27525699e+02   1.27525699e+02
  8.16000000e+02   2.57629357e+03   1.27437449e+02   1.27437449e+02
  8.17000000e+02   2.50761524e+03   1.27339827e+02   1.27339827e+02
  8.18000000e+02   2.34597590e+03   1.27232962e+02   1.27232962e+02
  8.19000000e+02   2.74224524e+03   1.27116991e+02   1.27116991e+02
  8.20000000e+02   2.47761237e+03   1.26991681e+02   1.26991681e+02
  8.21000000e+02   2.48308733e+03   1.26857289e+02   1.26857289e+02
  8.22000000e+02   2.49411957e+03   1.26713587e+02   1.26713587e+02
  8.23000000e+02   2.59936245e+03   1.26560710e+02   1.26560710e+02
  8.24000000e+02   2.53982056e+03   1.26398785e+02   1.26398785e+02
  8.25000000e+02   2.47381338e+03   1.26227592e+02   1.26227592e+02
  8.26000000e+02   2.35544442e+03   1.26047259e+02   1.26047259e+02
  8.27000000e+02   2.67768077e+03   1.25857901e+02   1.25857901e+02
  8.28000000e+02   2.62050146e+03   1.25659307e+02   1.25659307e+02
  8.29000000e+02   2.62415840e+03   1.25452599e+02   1.25452599e+02
  8.30000000e+02   2.41596753e+03   1.25236861e+02   1.25236861e+02
  8.31000000e+02   2.60143037e+03   1.25012090e+02   1.25012090e+02
  8.32000000e+02   2.31207840e+03   1.24778474e+02   1.24778474e+02
  8.33000000e+02   2.45613809e+03   1.24535833e+02   1.24535833e+02
  8.34000000e+02   2.59266584e+03   1.24284344e+02   1.24284344e+02
  8.35000000e+02   2.55088864e+03   1.24024182e+02   1.24024182e+02
  8.36000000e+02   2.38224815e+03   1.23755167e+02   1.23755167e+02
  8.37000000e+02   2.54834298e+03   1.23477589e+02   1.23477589e+02
  8.38000000e+02   2.38490035e+03   1.23191268e+02   1.23191268e+02
  8.39000000e+02   2.46061279e+03   1.22896381e+02   1.22896381e+02
  8.40000000e+02   2.41353254e+03   1.22593092e+02   1.22593092e+02
  8.41000000e+02   2.56820533e+03   1.22281228e+02   1.22281228e+02
  8.42000000e+02   2.54754461e+03   1.21960965e+02   1.21960965e+02
  8.43000000e+02   2.57251850e+03   1.21632458e+02   1.21632458e+02
  8.44000000e+02   2.71179696e+03   1.21295289e+02   1.21295289e+02
  8.45000000e+02   2.39193233e+03   1.20949990e+02   1.20949990e+02
  8.46000000e+02   2.50971594e+03   1.20596404e+02   1.20596404e+02
  8.47000000e+02   2.24764777e+03   1.20234752e+02   1.20234752e+02
  8.48000000e+02   2.43432156e+03   1.19865278e+02   1.19865278e+02
  8.49000000e+02   2.36907490e+03   1.19487885e+02   1.19487885e+02
  8.50000000e+02   2.31171114e+03   1.19102817e+02   1.19102817e+02
  8.51000000e+02   2.50364233e+03   1.18710309e+02   1.18710309e+02
  8.52000000e+02   2.23687491e+03   1.18310267e+02   1.18310267e+02
  8.53000000e+02   2.48911257e+03   1.17902932e+02   1.17902932e+02
  8.54000000e+02   2.45392848e+03   1.17488541e+02   1.17488541e+02
  8.55000000e+02   2.43744313e+03   1.17066996e+02   1.17066996e+02
  8.56000000e+02   2.47372026e+03   1.16638651e+02   1.16638651e+02
  8.57000000e+02   2.29490250e+03   1.16203406e+02   1.16203406e+02
  8.58000000e+02   2.38766793e+03   1.15761504e+02   1.15761504e+02
  8.59000000e+02   2.19155825e+03   1.15313147e+02   1.15313147e+02
  8.60000000e+02   2.47808398e+03   1.14858206e+02   1.14858206e+02
  8.61000000e+02   2.40141803e+03   1.14396975e+02   1.14396975e+02
  8.62000000e+02   2.18684444e+03   1.13929693e+02   1.13929693e+02
  8.63000000e+02   2.31664539e+03   1.13456258e+02   1.13456258e+02
  8.64000000e+02   2.47793573e+03   1.12976930e+02   1.12976930e+02
  8.65000000e+02   2.22491878e+03   1.12491959e+02   1.12491959e+02
  8.66000000e+02   2.40783481e+03   1.12001302e+02   1.12001302e+02
  8.67000000e+02   2.36914796e+03   1.11505212e+02   1.11505212e+02
  8.68000000e+02   2.30488236e+03   1.11006814e+02   1.11006814e+02
  8.69000000e+02   2.08698702e+03   1.10506070e+02   1.10506070e+02
  8.70000000e+02   2.13460942e+03   1.10000321e+02   1.10000321e+02
  8.71000000e+02   2.24175521e+03   1.09489812e+02   1.09489812e+02
  8.72000000e+02   2.21443193e+03   1.08974430e+02   1.08974430e+02
  8.73000000e+02   2.18246751e+03   1.08454528e+02   1.08454528e+02
  8.74000000e+02   2.45043087e+03   1.07930018e+02   1.07930018e+02
  8.75000000e+02   2.16618972e+03   1.07401138e+02   1.07401138e+02
  8.76000000e+02   2.20590745e+03   1.06868309e+02   1.06868309e+02
  8.77000000e+02   2.31862900e+03   1.06332466e+02   1.06332466e+02
  8.78000000e+02   2.06101844e+03   1.05793740e+02   1.05793740e+02
  8.79000000e+02   2.09453415e+03   1.05251389e+02   1.05251389e+02
  8.80000000e+02   2.14606686e+03   1.04705317e+02   1.04705317e+02
  8.81000000e+02   1.98536148e+03   1.04155793e+02   1.04155793e+02
  8.82000000e+02   2.11297768e+03   1.03603091e+02   1.03603091e+02
  8.83000000e+02   1.94102034e+03   1.03047143e+02   1.03047143e+02
  8.84000000e+02   1.99563105e+03   1.02488214e+02   1.02488214e+02
  8.85000000e+02   2.22251462e+03   1.01926561e+02   1.01926561e+02
  8.86000000e+02   2.13268665e+03   1.01362126e+02   1.01362126e+02
  8.87000000e+02   2.14863525e+03   1.00795170e+02   1.00795170e+02
  8.88000000e+02   2.08389630e+03   1.00225955e+02   1.00225955e+02
  8.89000000e+02   1.98118848e+03   9.96544157e+01   9.96544157e+01
  8.90000000e+02   2.09847016e+03   9.90808180e+01   9.90808180e+01
  8.91000000e+02   2.08048876e+03   9.85054144e+01   9.85054144e+01
  8.92000000e+02   1.98067137e+03   9.79281519e+01   9.79281519e+01
  8.93000000e+02   2.09399257e+03   9.73492874e+01   9.73492874e+01
  8.94000000e+02   1.99854918e+03   9.67690778e+01   9.67690778e+01
  8.95000000e+02   2.09963974e+03   9.61874637e+01   9.61874637e+01
  8.96000000e+02   1.83616815e+03   9.56046995e+01   9.56046995e+01
  8.97000000e+02   1.89934894e+03   9.50210547e+01   9.50210547e+01
  8.98000000e+02   1.82542983e+03   9.44364587e+01   9.44364587e+01
  8.99000000e+02   1.74952116e+03   9.38511754e+01   9.38511754e+01
  9.00000000e+02   2.06062790e+03   9.32654593e+01   9.32654593e+01
  9.01000000e+02   1.83354412e+03   9.26792529e+01   9.26792529e+01
  9.02000000e+02   1.86154606e+03   9.20928183e+01   9.20928183e+01
  9.03000000e+02   2.14977600e+03   9.15063001e+01   9.15063001e+01
  9.04000000e+02   1.72742078e+03   9.09199625e+01   9.09199625e+01
  9.05000000e+02   1.74900096e+03   9.03337375e+01   9.03337375e+01
  9.06000000e+02   1.89792394e+03   8.97478930e+01   8.97478930e+01
  9.07000000e+02   1.84594230e+03   8.91626757e+01   8.91626757e+01
  9.08000000e+02   1.83314130e+03   8.85780346e+01   8.85780346e+01
  9.09000000e+02   1.71938548e+03   8.79942219e+01   8.79942219e+01
  9.10000000e+02   1.60439353e+03   8.74114915e+01   8.74114915e+01
  9.11000000e+02   1.91190601e+03   8.68297915e+01   8.68297915e+01
  9.12000000e+02   1.69598135e+03   8.62493747e+01   8.62493747e+01
  9.13000000e+02   1.85409135e+03   8.56704922e+01   8.56704922e+01
  9.14000000e+02   1.65921107e+03   8.50930901e+01   8.50930901e+01
  9.15000000e+02   1.65578762e+03   8.45174109e+01   8.45174109e+01
  9.16000000e+02   1.83571003e+03   8.39436961e+01   8.39436961e+01
  9.17000000e+02   1.77446439e+03   8.33718793e+01   8.33718793e+01
  9.18000000e+02   1.74474539e+03   8.28022026e+01   8.28022026e+01
  9.19000000e+02   1.66912796e+03   8.22349038e+01   8.22349038e+01
  9.20000000e+02   1.80799084e+03   8.16699200e+01   8.16699200e+01
  9.21000000e+02   1.79953527e+03   8.11074920e+01   8.11074920e+01
  9.22000000e+02   1.59960515e+03   8.05477559e+01   8.05477559e+01
  9.23000000e+02   1.60365967e+03   7.99909491e+01   7.99909491e+01
  9.24000000e+02   1.45163850e+03   7.94370131e+01   7.94370131e+01
  9.25000000e+02   1.39753617e+03   7.88861862e+01   7.88861862e+01
  9.26000000e+02   1.71292162e+03   7.83387022e+01   7.83387022e+01
  9.27000000e+02   1.53638915e+03   7.77945044e+01   7.77945044e+01
  9.28000000e+02   1.52577882e+03   7.72538316e+01   7.72538316e+01
  9.29000000e+02   1.68905573e+03   7.67169134e+01   7.67169134e+01
  9.30000000e+02   1.65254111e+03   7.61836984e+01   7.61836984e+01
  9.31000000e+02   1.64293292e+03   7.56544130e+01   7.56544130e+01
  9.32000000e+02   1.64259316e+03   7.51291541e+01   7.51291541e+01
  9.33000000e+02   1.48081904e+03   7.46081072e+01   7.46081072e+01
  9.34000000e+02   1.55755813e+03   7.40911733e+01   7.40911733e+01
  9.35000000e+02   1.37579766e+03   7.35785346e+01   7.35785346e+01
  9.36000000e+02   1.50814661e+03   7.30703756e+01   7.30703756e+01
  9.37000000e+02   1.44755140e+03   7.25665999e+01   7.25665999e+01
  9.38000000e+02   1.43471767e+03   7.20673886e+01   7.20673886e+01
  9.39000000e+02   1.65828066e+03   7.15729294e+01   7.15729294e+01
  9.40000000e+02   1.33715787e+03   7.10831196e+01   7.10831196e+01
  9.41000000e+02   1.43774295e+03   7.05981470e+01   7.05981470e+01
  9.42000000e+02   1.46138956e+03   7.01180974e+01   7.01180974e+01
  9.43000000e+02   1.39149007e+03   6.96431481e+01   6.96431481e+01
  9.44000000e+02   1.34249493e+03   6.91732026e+01   6.91732026e+01
  9.45000000e+02   1.43462577e+03   6.87084379e+01   6.87084379e+01
  9.46000000e+02   1.37543805e+03   6.82490317e+01   6.82490317e+01
  9.47000000e+02   1.29972976e+03   6.77948911e+01   6.77948911e+01
  9.48000000e+02   1.31696050e+03   6.73461909e+01   6.73461909e+01
  9.49000000e+02   1.31207274e+03   6.69029981e+01   6.69029981e+01
  9.50000000e+02   1.40541617e+03   6.64654712e+01   6.64654712e+01
  9.51000000e+02   1.44558529e+03   6.60334967e+01   6.60334967e+01
  9.52000000e+02   1.25776536e+03   6.56072329e+01   6.56072329e+01
  9.53000000e+02   1.34439740e+03   6.51868352e+01   6.51868352e+01
  9.54000000e+02   1.33884836e+03   6.47721918e+01   6.47721918e+01
  9.55000000e+02   1.29459586e+03   6.43634583e+01   6.43634583e+01
  9.56000000e+02   1.29877904e+03   6.39607052e+01   6.39607052e+01
  9.57000000e+02   1.45995945e+03   6.35640859e+01   6.35640859e+01
  9.58000000e+02   1.35258994e+03   6.31734936e+01   6.31734936e+01
  9.59000000e+02   1.24151764e+03   6.27890818e+01   6.27890818e+01
  9.60000000e+02   1.30198494e+03   6.24110078e+01   6.24110078e+01
  9.61000000e+02   1.27438303e+03   6.20391656e+01   6.20391656e+01
  9.62000000e+02   1.22908830e+03   6.16737077e+01   6.16737077e+01
  9.63000000e+02   1.13860832e+03   6.13147057e+01   6.13147057e+01
  9.64000000e+02   1.26830657e+03   6.09623133e+01   6.09623133e+01
  9.65000000e+02   1.11865392e+03   6.06164172e+01   6.06164172e+01
  9.66000000e+02   1.24821985e+03   6.02771185e+01   6.02771185e+01
  9.67000000e+02   1.25484364e+03   5.99445174e+01   5.99445174e+01
  9.68000000e+02   1.29357405e+03   5.96184484e+01   5.96184484e+01
  9.69000000e+02   1.27257419e+03   5.92990035e+01   5.92990035e+01
  9.70000000e+02   1.19026002e+03   5.89862005e+01   5.89862005e+01
  9.71000000e+02   1.22786589e+03   5.86801239e+01   5.86801239e+01
  9.72000000e+02   1.22691501e+03   5.83806185e+01   5.83806185e+01
  9.73000000e+02   1.11561973e+03   5.80877798e+01   5.80877798e+01
  9.74000000e+02   1.11688249e+03   5.78016145e+01   5.78016145e+01
  9.75000000e+02   1.19239190e+03   5.75222152e+01   5.75222152e+01
  9.76000000e+02   1.08291674e+03   5.72494255e+01   5.72494255e+01
  9.77000000e+02   1.12109888e+03   5.69833390e+01   5.69833390e+01
  9.78000000e+02   1.19878897e+03   5.67240488e+01   5.67240488e+01
  9.79000000e+02   1.06616389e+03   5.64713953e+01   5.64713953e+01
  9.80000000e+02   1.12853157e+03   5.62254735e+01   5.62254735e+01
  9.81000000e+02   1.14635555e+03   5.59862934e+01   5.59862934e+01
  9.82000000e+02   1.12880650e+03   5.57539391e+01   5.57539391e+01
  9.83000000e+02   1.12877109e+03   5.55282282e+01   5.55282282e+01
  9.84000000e+02   1.15303309e+03   5.53092193e+01   5.53092193e+01
  9.85000000e+02   1.09819210e+03   5.50968881e+01   5.50968881e+01
  9.86000000e+02   1.14853550e+03   5.48912863e+01   5.48912863e+01
  9.87000000e+02   1.11292892e+03   5.46922304e+01   5.46922304e+01
  9.88000000e+02   1.06933140e+03   5.44997766e+01   5.44997766e+01
  9.89000000e+02   1.12668422e+03   5.43139012e+01   5.43139012e+01
  9.90000000e+02   9.75289905e+02   5.41346561e+01   5.41346561e+01
  9.91000000e+02   1.08873935e+03   5.39618576e+01   5.39618576e+01
  9.92000000e+02   1.21314443e+03   5.37955616e+01   5.37955616e+01
  9.93000000e+02   1.15501816e+03   5.36357422e+01   5.36357422e+01
  9.94000000e+02   1.12155701e+03   5.34824533e+01   5.34824533e+01
  9.95000000e+02   1.03566471e+03   5.33355124e+01   5.33355124e+01
  9.96000000e+02   1.01229964e+03   5.31949803e+01   5.31949803e+01
  9.97000000e+02   1.09278189e+03   5.30608165e+01   5.30608165e+01
  9.98000000e+02   1.03002373e+03   5.29331225e+01   5.29331225e+01
  9.99000000e+02   1.04973285e+03   5.28116328e+01   5.28116328e+01
  1.00000000e+03   9.71174525e+02   5.26967680e+01   5.26967680e+01
  1.00100000e+03   1.05210965e+03   5.25877493e+01   5.25877493e+01
  1.00200000e+03   1.01432757e+03   5.24851027e+01   5.24851027e+01
  1.00300000e+03   1.11206048e+03   5.23882304e+01   5.23882304e+01
  1.00400000e+03   1.01971006e+03   5.22973090e+01   5.22973090e+01
  1.00500000e+03   1.03504841e+03   5.22122648e+01   5.22122648e+01
  1.00600000e+03   1.00222509e+03   5.21331011e+01   5.21331011e+01
  1.00700000e+03   1.05383070e+03   5.20595795e+01   5.20595795e+01
  1.00800000e+03   9.72790061e+02   5.19917111e+01   5.19917111e+01
  1.00900000e+03   1.10009203e+03   5.19294097e+01   5.19294097e+01
  1.01000000e+03   1.12380778e+03   5.18726810e+01   5.18726810e+01
  1.01100000e+03   1.07614124e+03   5.18212957e+01   5.18212957e+01
  1.01200000e+03   9.52168563e+02   5.17752539e+01   5.17752539e+01
  1.01300000e+03   1.08362226e+03   5.17344752e+01   5.17344752e+01
  1.01400000e+03   1.13540978e+03   5.16989686e+01   5.16989686e+01
  1.01500000e+03   1.11601655e+03   5.16685009e+01   5.16685009e+01
  1.01600000e+03   1.05978433e+03   5.16430714e+01   5.16430714e+01
  1.01700000e+03   1.09040197e+03   5.16225891e+01   5.16225891e+01
  1.01800000e+03   9.53874082e+02   5.16070477e+01   5.16070477e+01
  1.01900000e+03   1.16620170e+03   5.15961310e+01   5.15961310e+01
  1.02000000e+03   9.81332065e+02   5.15899735e+01   5.15899735e+01
  1.02100000e+03   1.02202665e+03   5.15884133e+01   5.15884133e+01
  1.02200000e+03   1.04434978e+03   5.15913644e+01   5.15913644e+01
  1.02300000e+03   1.01074681e+03   5.15987398e+01   5.15987398e+01
  1.02400000e+03   1.07799882e+03   5.16104458e+01   5.16104458e+01
  1.02500000e+03   9.84484539e+02   5.16263262e+01   5.16263262e+01
  1.02600000e+03   1.05852804e+03   5.16464333e+01   5.16464333e+01
  1.02700000e+03   9.63715082e+02   5.16706127e+01   5.16706127e+01
  1.02800000e+03   1.05996039e+03   5.16987742e+01   5.16987742e+01
  1.02900000e+03   1.02437000e+03   5.17308250e+01   5.17308250e+01
  1.03000000e+03   1.00507403e+03   5.17666779e+01   5.17666779e+01
  1.03100000e+03   1.00792737e+03   5.18061779e+01   5.18061779e+01
  1.03200000e+03   1.05728303e+03   5.18493762e+01   5.18493762e+01
  1.03300000e+03   1.07136592e+03   5.18961098e+01   5.18961098e+01
  1.03400000e+03   1.10473248e+03   5.19462682e+01   5.19462682e+01
  1.03500000e+03   1.08477202e+03   5.19997415e+01   5.19997415e+01
  1.03600000e+03   1.01139937e+03   5.20564189e+01   5.20564189e+01
  1.03700000e+03   9.94481007e+02   5.21161294e+01   5.21161294e+01
  1.03800000e+03   1.10358652e+03   5.21789093e+01   5.21789093e+01
  1.03900000e+03   1.10210034e+03   5.22445842e+01   5.22445842e+01
  1.04000000e+03   1.08502281e+03   5.23130408e+01   5.23130408e+01
  1.04100000e+03   1.08476609e+03   5.23841872e+01   5.23841872e+01
  1.04200000e+03   9.91236613e+02   5.24578388e+01   5.24578388e+01
  1.04300000e+03   1.00127330e+03   5.25340405e+01   5.25340405e+01
  1.04400000e+03   1.13476802e+03   5.26126118e+01   5.26126118e+01
  1.04500000e+03   1.01710661e+03   5.26934529e+01   5.26934529e+01
  1.04600000e+03   1.07814251e+03   5.27764605e+01   5.27764605e+01
  1.04700000e+03   1.06813914e+03   5.28615279e+01   5.28615279e+01
  1.04800000e+03   1.02522663e+03   5.29484783e+01   5.29484783e+01
  1.04900000e+03   1.17336282e+03   5.30373595e+01   5.30373595e+01
  1.05000000e+03   1.07226636e+03   5.31279910e+01   5.31279910e+01
  1.05100000e+03   1.07493779e+03   5.32202715e+01   5.32202715e+01
  1.05200000e+03   1.12381429e+03   5.33141010e+01   5.33141010e+01
  1.05300000e+03   1.11039398e+03   5.34093033e+01   5.34093033e+01
  1.05400000e+03   1.17049933e+03   5.35059223e+01   5.35059223e+01
  1.05500000e+03   1.04902911e+03   5.36037795e+01   5.36037795e+01
  1.05600000e+03   1.11093708e+03   5.37027834e+01   5.37027834e+01
  1.05700000e+03   1.06480980e+03   5.38028251e+01   5.38028251e+01
  1.05800000e+03   1.18548629e+03   5.39037326e+01   5.39037326e+01
  1.05900000e+03   1.25589043e+03   5.40055501e+01   5.40055501e+01
  1.06000000e+03   1.17758282e+03   5.41081075e+01   5.41081075e+01
  1.06100000e+03   1.08742018e+03   5.42113036e+01   5.42113036e+01
  1.06200000e+03   1.08222795e+03   5.43150362e+01   5.43150362e+01
  1.06300000e+03   1.07042420e+03   5.44191394e+01   5.44191394e+01
  1.06400000e+03   1.00262939e+03   5.45236531e+01   5.45236531e+01
  1.06500000e+03   1.15446862e+03   5.46284059e+01   5.46284059e+01
  1.06600000e+03   1.15705873e+03   5.47332982e+01   5.47332982e+01
  1.06700000e+03   1.16027372e+03   5.48382407e+01   5.48382407e+01
  1.06800000e+03   1.14199638e+03   5.49430708e+01   5.49430708e+01
  1.06900000e+03   1.18407686e+03   5.50478431e+01   5.50478431e+01
  1.07000000e+03   1.12930909e+03   5.51524104e+01   5.51524104e+01
  1.07100000e+03   1.12077403e+03   5.52566798e+01   5.52566798e+01
  1.07200000e+03   1.06059009e+03   5.53605720e+01   5.53605720e+01
  1.07300000e+03   1.15206721e+03   5.54639373e+01   5.54639373e+01
  1.07400000e+03   1.20592908e+03   5.55668258e+01   5.55668258e+01
  1.07500000e+03   1.16470655e+03   5.56690872e+01   5.56690872e+01
  1.07600000e+03   1.22873269e+03   5.57706388e+01   5.57706388e+01
  1.07700000e+03   1.14311913e+03   5.58713973e+01   5.58713973e+01
  1.07800000e+03   1.09131094e+03   5.59712103e+01   5.59712103e+01
  1.07900000e+03   1.23106567e+03   5.60701404e+01   5.60701404e+01
  1.08000000e+03   1.11458553e+03   5.61680295e+01   5.61680295e+01
  1.08100000e+03   1.12714120e+03   5.62647997e+01   5.62647997e+01
  1.08200000e+03   1.22946054e+03   5.63603667e+01   5.63603667e+01
  1.08300000e+03   1.24980673e+03   5.64545826e+01   5.64545826e+01
  1.08400000e+03   1.28036700e+03   5.65475073e+01   5.65475073e+01
  1.08500000e+03   1.20575815e+03   5.66390040e+01   5.66390040e+01
  1.08600000e+03   1.25065647e+03   5.67290144e+01   5.67290144e+01
  1.08700000e+03   1.31186060e+03   5.68174678e+01   5.68174678e+01
  1.08800000e+03   1.04968835e+03   5.69042407e+01   5.69042407e+01
  1.08900000e+03   1.24890202e+03   5.69894014e+01   5.69894014e+01
  1.09000000e+03   1.27306273e+03   5.70728220e+01   5.70728220e+01
  1.09100000e+03   1.18759021e+03   5.71544376e+01   5.71544376e+01
  1.09200000e+03   1.25149600e+03   5.72341204e+01   5.72341204e+01
  1.09300000e+03   1.28296499e+03   5.73119428e+01   5.73119428e+01
  1.09400000e+03   1.14509457e+03   5.73877756e+01   5.73877756e+01
  1.09500000e+03   1.25219603e+03   5.74615559e+01   5.74615559e+01
  1.09600000e+03   1.09959128e+03   5.75332266e+01   5.75332266e+01
  1.09700000e+03   1.20324746e+03   5.76026521e+01   5.76026521e+01
  1.09800000e+03   1.26217468e+03   5.76699123e+01   5.76699123e+01
  1.09900000e+03   1.11836169e+03   5.77348719e+01   5.77348719e+01
  1.10000000e+03   1.28974023e+03   5.77974759e+01   5.77974759e+01
  1.10100000e+03   1.27420578e+03   5.78575975e+01   5.78575975e+01
  1.10200000e+03   1.16514373e+03   5.79153331e+01   5.79153331e+01
  1.10300000e+03   1.28346486e+03   5.79705794e+01   5.79705794e+01
  1.10400000e+03   1.22233074e+03   5.80233031e+01   5.80233031e+01
  1.10500000e+03   1.22305357e+03   5.80734674e+01   5.80734674e+01
  1.10600000e+03   1.07628634e+03   5.81209766e+01   5.81209766e+01
  1.10700000e+03   1.26410531e+03   5.81659224e+01   5.81659224e+01
  1.10800000e+03   1.20004954e+03   5.82082063e+01   5.82082063e+01
  1.10900000e+03   1.18136066e+03   5.82477973e+01   5.82477973e+01
  1.11000000e+03   1.29910067e+03   5.82845916e+01   5.82845916e+01
  1.11100000e+03   1.19238460e+03   5.83186860e+01   5.83186860e+01
  1.11200000e+03   1.20950608e+03   5.83499815e+01   5.83499815e+01
  1.11300000e+03   1.28796038e+03   5.83784463e+01   5.83784463e+01
  1.11400000e+03   1.16371610e+03   5.84039747e+01   5.84039747e+01
  1.11500000e+03   1.12125923e+03   5.84266683e+01   5.84266683e+01
  1.11600000e+03   1.28609705e+03   5.84464231e+01   5.84464231e+01
  1.11700000e+03   1.29599057e+03   5.84632073e+01   5.84632073e+01
  1.11800000e+03   1.27162009e+03   5.84769915e+01   5.84769915e+01
  1.11900000e+03   1.22747772e+03   5.84876989e+01   5.84876989e+01
  1.12000000e+03   1.21687838e+03   5.84954576e+01   5.84954576e+01
  1.12100000e+03   1.21761631e+03   5.85001936e+01   5.85001936e+01
  1.12200000e+03   1.30383473e+03   5.85019073e+01   5.85019073e+01
  1.12300000e+03   1.25906662e+03   5.85005263e+01   5.85005263e+01
  1.12400000e+03   1.19406360e+03   5.84961724e+01   5.84961724e+01
  1.12500000e+03   1.24267771e+03   5.84887801e+01   5.84887801e+01
  1.12600000e+03   1.24299961e+03   5.84783422e+01   5.84783422e+01
  1.12700000e+03   1.32068994e+03   5.84647834e+01   5.84647834e+01
  1.12800000e+03   1.28257667e+03   5.84482318e+01   5.84482318e+01
  1.12900000e+03   1.22348780e+03   5.84297057e+01   5.84297057e+01
  1.13000000e+03   1.22880676e+03   5.84082452e+01   5.84082452e+01
  1.13100000e+03   1.21382986e+03   5.83834829e+01   5.83834829e+01
  1.13200000e+03   1.21870537e+03   5.83555405e+01   5.83555405e+01
